SMARTS
[!#1][C&H1]=[C&H1][C&H1]=C1SC(=S)N([!#1])C1=O
[!#1][C&H1]=[C&H1][C&H1]=N[!#1]
[!#1][C&H1]=[C&H1][C&H1]=N[N&H1]C(=O)[!#1]
[!#1][C&H1]=[C&H1]C(=N[N&H1]C(=O)[!#1])[!#1]
[!#1][C&H1]=[C&H1]C(=N[N&H1]C(=O)[!#1])[C&H3]
[!#1][C&H1]=[C&H1]C(=O)[!#1]
[!#1][C&H1]=[C&H1]C(=O)[N&H1][N&H1]C(=O)[!#1]
[!#1][C&H1]=[C&H1]C(=O)[N&H1]C(=S)[!#1]
[!#1][C&H1]=[C&H1]C(=O)[O&H1]
[!#1][C&H1]=[C&H1]N([!#1])[C&H3]
[!#1][C&H1]=[C&H2]
[!#1][C&H1]=C([N&H1]C(=O)[!#1])C(=O)[!#1]
[!#1][C&H1]=C([N&H1]C(=O)[!#1])C(=O)[N&H1][C&H2][C&H2][C&H2]N([C&H3])[C&H3]
[!#1][C&H1]=C(C#N)C#N
[!#1][C&H1]=C(C#N)C(=O)[N&H2]
[!#1][C&H1]=C(C#N)C(=O)O[C&H2][C&H3]
[!#1][C&H1]=C(Cl)Cl
[!#1][C&H1]=C1[C&H2]N([!#1])[C&H2]C(=[C&H1][!#1])C1=O
[!#1][C&H1]=c1[n&H1]c(=O)c(=[C&H1][!#1])[n&H1]c1=O
[!#1][C&H1]=C1C(=NN(C1=O)c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1)[!#1]
[!#1][C&H1]=C1C(=O)[N&H1]C(=O)[N&H1]C1=O
[!#1][C&H1]=C1C(=O)[N&H1]C(=O)N([!#1])C1=O
[!#1][C&H1]=C1C(=O)[N&H1]C(=O)N(C1=O)c1[c&H1][c&H1][c&H1]c2[c&H1][c&H1][c&H1][c&H1]c12
[!#1][C&H1]=C1C(=O)c2[c&H1][c&H1][c&H1][c&H1]c2C1=O
[!#1][C&H1]=C1C(=O)N(N=C1c1[c&H1][c&H1][c&H1][c&H1][c&H1]1)c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1
[!#1][C&H1]=C1C(=O)OC([!#1])([C&H3])OC1=O
[!#1][C&H1]=C1N=C(OC1=O)c1[c&H1][c&H1][c&H1][c&H1][c&H1]1
[!#1][C&H1]=C1OC(=O)c2c1[c&H1]c([!#1])[n&H1]c2=O
[!#1][C&H1]=C1SC(=N[!#1])[N&H1]C1=O
[!#1][C&H1]=C1SC(=O)N([!#1])C1=O
[!#1][C&H1]=C1SC(=S)[N&H1]C1=O
[!#1][C&H1]=C1SC(=S)N([!#1])C1=O
[!#1][C&H1]=C1SC(=S)N(C1=O)c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1
[!#1][C&H1]=N[!#1]
[!#1][C&H1]=N[C&H1]([!#1])[C&H3]
[!#1][C&H1]=N[C&H2][C&H2][C&H2][C&H2][C&H2][C&H2]N=[C&H1][!#1]
[!#1][C&H1]=N[C&H2][C&H2][N&H1]C(=O)[!#1]
[!#1][C&H1]=N[C&H2][C&H2]N=[C&H1][!#1]
[!#1][C&H1]=N[N&H1]C(=[N&H1])[N&H1][N&+](=O)[O&-]
[!#1][C&H1]=N[N&H1]C(=[N&H1])[N&H2]
[!#1][C&H1]=N[N&H1]C(=O)[!#1]
[!#1][C&H1]=N[N&H1]C(=O)[C&H1]([!#1])[C&H3]
[!#1][C&H1]=N[N&H1]C(=O)[C&H1]([!#1])[N&H1]C(=O)[!#1]
[!#1][C&H1]=N[N&H1]C(=O)[C&H1]([!#1])[O&H1]
[!#1][C&H1]=N[N&H1]C(=O)[C&H2][C&H2][C&H1]([C&H3])[O&H1]
[!#1][C&H1]=N[N&H1]C(=O)[C&H2][C&H2][C&H2][C&H2][C&H2][C&H2][C&H3]
[!#1][C&H1]=N[N&H1]C(=O)[C&H2][C&H2][C&H2][C&H2][C&H3]
[!#1][C&H1]=N[N&H1]C(=O)[C&H2][N&H1]C(=O)[!#1]
[!#1][C&H1]=N[N&H1]C(=O)[C&H2][O&H1]
[!#1][C&H1]=N[N&H1]C(=O)[C&H2]C(=O)[N&H1]N=[C&H1][!#1]
[!#1][C&H1]=N[N&H1]C(=O)[N&H2]
[!#1][C&H1]=N[N&H1]C(=O)C(=O)[N&H1]N=[C&H1][!#1]
[!#1][C&H1]=N[N&H1]C(=O)O[C&H2][C&H3]
[!#1][C&H1]=N[N&H1]C(=S)[N&H2]
[!#1][C&H1]=N[N&H1]C(=S)S[C&H3]
[!#1][C&H1]=N[N&H1]S(=O)(=O)[!#1]
[!#1][C&H1]=N[O&H1]
[!#1][C&H1]=NC(=N[N&H1]C(=O)[!#1])[!#1]
[!#1][C&H1]=NN([!#1])[C&H3]
[!#1][C&H1]=NN=[C&H1][!#1]
[!#1][C&H1]=NOC(=O)[!#1]
[!#1][C&H1]=O
[!#1][C&H1]1[C&H1]([!#1])[C&H1]2[C&H2][C&H1]1[C&H1]=[C&H1]2
[!#1][C&H1]1[C&H1]([!#1])[C&H1]2c3[c&H1][c&H1][c&H1][c&H1]c3[C&H1]1c1[c&H1][c&H1][c&H1][c&H1]c12
[!#1][C&H1]1[C&H1]([C&H1]2[C&H2][C&H1]1[C&H1]=[C&H1]2)C(=O)[O&H1]
[!#1][C&H1]1[C&H1]([C&H1]2c3[c&H1][c&H1][c&H1][c&H1]c3[C&H1]1c1[c&H1][c&H1][c&H1][c&H1]c12)C(=O)[O&H1]
[!#1][C&H1]1[C&H1]([O&H1])O[C&H1]([C&H2][O&H1])[C&H1]([O&H1])[C&H1]1[O&H1]
[!#1][C&H1]1[C&H1]2[C&H2][C&H1]3[C&H2][C&H1]([C&H2]2)[C&H2][C&H1]1[C&H2]3
[!#1][C&H1]1[C&H1]2[C&H2][C&H2][C&H2][C&H2][C&H1]12
[!#1][C&H1]1[C&H1]2S[C&H2]C1([!#1])[C&H2][C&H2][C&H1]2[!#1]
[!#1][C&H1]1[C&H2][C&H1]([C&H3])[C&H2][C&H2][C&H1]1[C&H1]([C&H3])[C&H3]
[!#1][C&H1]1[C&H2][C&H1]=[C&H1][C&H2][C&H1]1[!#1]
[!#1][C&H1]1[C&H2][C&H1]=[C&H1][C&H2][C&H1]1C(=O)[O&H1]
[!#1][C&H1]1[C&H2][C&H1]1[!#1]
[!#1][C&H1]1[C&H2][C&H1]1c1[c&H1][c&H1][c&H1][c&H1][c&H1]1
[!#1][C&H1]1[C&H2][C&H1]2[C&H2][C&H2][C&H1]([C&H2]1)N2[!#1]
[!#1][C&H1]1[C&H2][C&H1]2[C&H2][C&H2][C&H1]([C&H2]1)N2[C&H3]
[!#1][C&H1]1[C&H2][C&H1]2[C&H2][C&H2][C&H1]1[C&H2]2
[!#1][C&H1]1[C&H2][C&H1]2[C&H2][C&H2]N1[C&H2][C&H1]2[C&H1]=[C&H2]
[!#1][C&H1]1[C&H2][C&H2][C&H1]([!#1])[C&H1]([!#1])[C&H2]1
[!#1][C&H1]1[C&H2][C&H2][C&H1]([!#1])[C&H2][C&H2]1
[!#1][C&H1]1[C&H2][C&H2][C&H1]([C&H2][C&H2]1)C([C&H3])([C&H3])[C&H3]
[!#1][C&H1]1[C&H2][C&H2][C&H1]2[C&H2][C&H2][C&H2][N&H1][C&H1]2[C&H2]1
[!#1][C&H1]1[C&H2][C&H2][C&H2][C&H1]([!#1])N1[!#1]
[!#1][C&H1]1[C&H2][C&H2][C&H2][C&H2][C&H1]1[!#1]
[!#1][C&H1]1[C&H2][C&H2][C&H2][C&H2][C&H2][C&H2][C&H2]1
[!#1][C&H1]1[C&H2][C&H2][C&H2][C&H2][C&H2]1
[!#1][C&H1]1[C&H2][C&H2][C&H2][C&H2][N&H1]C1=O
[!#1][C&H1]1[C&H2][C&H2][C&H2][C&H2]1
[!#1][C&H1]1[C&H2][C&H2][C&H2][C&H2]C1=O
[!#1][C&H1]1[C&H2][C&H2][C&H2][C&H2]N1[!#1]
[!#1][C&H1]1[C&H2][C&H2][C&H2]C1=N[N&H1]C(=S)[N&H2]
[!#1][C&H1]1[C&H2][C&H2][C&H2]c2c1[n&H1]c1[c&H1][c&H1]c([!#1])[c&H1]c21
[!#1][C&H1]1[C&H2][C&H2][C&H2]c2c1[n&H1]c1[c&H1][c&H1]c([c&H1]c21)c1[c&H1][c&H1][c&H1][c&H1][c&H1]1
[!#1][C&H1]1[C&H2][C&H2][C&H2]c2c1[n&H1]c1[c&H1][c&H1]c([C&H3])[c&H1]c21
[!#1][C&H1]1[C&H2][C&H2][C&H2]N([!#1])[C&H2]1
[!#1][C&H1]1[C&H2][C&H2][C&H2]N1[!#1]
[!#1][C&H1]1[C&H2][C&H2][C&H2]O1
[!#1][C&H1]1[C&H2][C&H2][N&H1][C&H2][C&H2]1
[!#1][C&H1]1[C&H2][C&H2][N&H1]C(=O)[N&H1]1
[!#1][C&H1]1[C&H2][C&H2]1
[!#1][C&H1]1[C&H2][C&H2]C([!#1])(C(=O)[O&H1])C1([!#1])[C&H3]
[!#1][C&H1]1[C&H2][C&H2]C([C&H3])(C(=O)[O&H1])C1([C&H3])[C&H3]
[!#1][C&H1]1[C&H2][C&H2]c2c([!#1])c([!#1])sc2C1=O
[!#1][C&H1]1[C&H2][C&H2]N([!#1])[C&H2][C&H2]1
[!#1][C&H1]1[C&H2][C&H2]OC1=O
[!#1][C&H1]1[C&H2][C&H2]S(=O)(=O)[C&H2]1
[!#1][C&H1]1[C&H2][N&H1]c2[c&H1][c&H1][c&H1][c&H1]c21
[!#1][C&H1]1[C&H2]C([!#1])([C&H1]([!#1])[C&H2]N1[!#1])c1[c&H1][c&H1][c&H1][c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C([!#1])([C&H3])[N&H1]C([!#1])([C&H3])[C&H2]1
[!#1][C&H1]1[C&H2]C([C&H3])([C&H3])[N&H1]C([C&H3])([C&H3])[C&H2]1
[!#1][C&H1]1[C&H2]C(=O)N(C1=O)c1[c&H1][c&H1][c&H1][c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C(=O)N(C1=O)c1[c&H1][c&H1][c&H1]c([!#1])[c&H1]1
[!#1][C&H1]1[C&H2]C(=O)N(C1=O)c1[c&H1][c&H1][c&H1]c(Cl)[c&H1]1
[!#1][C&H1]1[C&H2]C(=O)N(C1=O)c1[c&H1][c&H1][c&H1]c2[c&H1][c&H1][c&H1][c&H1]c12
[!#1][C&H1]1[C&H2]C(=O)N(C1=O)c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C(=O)N(C1=O)c1[c&H1][c&H1]c(Br)[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C(=O)N(C1=O)c1[c&H1][c&H1]c(Cl)[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C(=O)N(C1=O)c1[c&H1][c&H1]c(O[C&H3])[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C(=O)N(N([C&H3])[C&H3])C1=O
[!#1][C&H1]1[C&H2]C(=O)O[C&H1]1c1[c&H1][c&H1][c&H1][c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C1([!#1])[C&H3]
[!#1][C&H1]1[C&H2]C1([C&H3])[C&H3]
[!#1][C&H1]1[C&H2]C1(c1[c&H1][c&H1][c&H1][c&H1][c&H1]1)c1[c&H1][c&H1][c&H1][c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C1(c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1)c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C1(c1[c&H1][c&H1]c([C&H3])[c&H1][c&H1]1)c1[c&H1][c&H1]c([C&H3])[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]C2([!#1])[C&H2]C([!#1])([C&H2][C&H1]([!#1])C2=O)C1=O
[!#1][C&H1]1[C&H2]c2[c&H1][c&H1][c&H1]c3[c&H1][c&H1][c&H1]c1c23
[!#1][C&H1]1[C&H2]C12[C&H2][C&H2][C&H2]2
[!#1][C&H1]1[C&H2]c2c([n&H1]c3[c&H1][c&H1][c&H1][c&H1]c23)[C&H1]([!#1])[N&H1]1
[!#1][C&H1]1[C&H2]c2c([n&H1]c3[c&H1][c&H1][c&H1][c&H1]c23)[C&H1]([N&H1]1)c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]N2[C&H2][C&H2][C&H1]1[C&H2][C&H1]2[!#1]
[!#1][C&H1]1[C&H2]O[C&H1]([!#1])O1
[!#1][C&H1]1[C&H2]O1
[!#1][C&H1]1[C&H2]OC([!#1])([C&H3])O1
[!#1][C&H1]1[C&H2]OC2([C&H2][C&H2][C&H2][C&H2][C&H2]2)O1
[!#1][C&H1]1[C&H2]Oc2[c&H1][c&H1][c&H1][c&H1]c2O1
[!#1][C&H1]1[C&H2]S(=O)(=O)[C&H1]=[C&H1]1
[!#1][C&H1]1[C&H2]S(=O)(=O)[C&H2][C&H1]1[!#1]
[!#1][C&H1]1[C&H2]S(=O)(=O)[C&H2][C&H1]1[O&H1]
[!#1][C&H1]1[C&H2]S[C&H1]([N&H1]1)c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]S[C&H1](N1[!#1])c1[c&H1][c&H1]c([!#1])[c&H1][c&H1]1
[!#1][C&H1]1[C&H2]S[C&H2][C&H1]1[!#1]
[!#1][C&H1]1[N&H1][C&H2][C&H2]n2[c&H1][c&H1][c&H1]c21
[!#1][C&H1]1[N&H1]c2[c&H1][c&H1][c&H1][c&H1]c2[N&H1]C1=O
[!#1][C&H1]1C(=NN(C1=O)c1[c&H1][c&H1][c&H1][c&H1][c&H1]1)[!#1]
[!#1][C&H1]1C(=NN(C1=O)c1c([!#1])c([!#1])c([!#1])c([!#1])c1[!#1])[!#1]
[!#1][C&H1]1C(=NN(C1=O)c1c(F)c(F)c(F)c(F)c1F)[C&H3]
[!#1][C&H1]1C(=O)[C&H2]C([!#1])([C&H3])[C&H2]C1=O
[!#1][C&H1]1C(=O)[C&H2]C([C&H3])([C&H3])[C&H2]C1=O
[!#1][C&H1]1C(=O)[N&H1]C(=O)[N&H1]C1=O
[!#1][C&H1]1C(=O)c2[c&H1][c&H1][c&H1][c&H1]c2C1=O
[!#1][C&H1]1c2[c&H1][c&H1][c&H1][c&H1]c2-c2[c&H1][c&H1][c&H1][c&H1]c21
[!#1][C&H1]1c2[c&H1][c&H1][c&H1][c&H1]c2Oc2[c&H1][c&H1][c&H1][c&H1]c21
[!#1][C&H1]1N([!#1])[C&H2][C&H2]c2[c&H1][c&H1][c&H1][c&H1]c21
[!#1][C&H1]1N(C(=O)N([!#1])C1([!#1])[C&H3])c1[c&H1][c&H1][c&H1]c2[c&H1][c&H1][c&H1][c&H1]c12
[!#1][C&H1]1N(C(=O)N([!#1])C1([!#1])[C&H3])c1[c&H1][c&H1]c([!#1])c([!#1])[c&H1]1
[!#1][C&H1]1N(C(=O)N([!#1])C1([C&H3])[C&H3])c1[c&H1][c&H1][c&H1]c2[c&H1][c&H1][c&H1][c&H1]c12
[!#1][C&H1]1N2[C&H2][C&H2][C&H1]([C&H2][C&H2]2)C1=O
[!#1][C&H1]1O[C&H1]([!#1])[C&H1]([!#1])[C&H1]([!#1])[C&H1]1[!#1]
[!#1][C&H1]1O[C&H1]([C&H1]([!#1])[C&H1]1[!#1])n1[c&H1][c&H1]c(=O)[n&H1]c1=O
[!#1][C&H1]1O[C&H1]([C&H1]([!#1])[C&H1]1[!#1])n1[c&H1]nc2c([!#1])n[c&H1]nc12
[!#1][C&H1]1O[C&H1]([C&H2][O&H1])[C&H1]([O&H1])[C&H1]([O&H1])[C&H1]1[O&H1]
[!#1][C&H1]1O[C&H1]([C&H2][O&H1])[C&H1]([O&H1])[C&H1]1[O&H1]
[!#1][C&H1]1O[C&H1]([C&H3])[C&H1]([O&H1])[C&H1]([O&H1])[C&H1]1[O&H1]
[!#1][C&H1]1O[C&H2][C&H2]O[C&H1]1[!#1]
[!#1][C&H1]1OC([!#1])([C&H3])O[C&H1]1[!#1]
[!#1][C&H1]1S(=O)(=O)[C&H2][C&H1]([C&H2]S1(=O)=O)c1[c&H1][c&H1][c&H1][c&H1][c&H1]1
[!#1][C&H1]1Sc2[c&H1][c&H1][c&H1][c&H1]c2[N&H1]C1=O
[!#1][C&H2][!#1]
[!#1][C&H2][C&H1]([!#1])[!#1]
[!#1][C&H2][C&H1]([!#1])[C&H3]
[!#1][C&H2][C&H1]([!#1])[O&H1]
